Text_Column,Label_Column
smut,explicit
smutty,explicit
snatch,explicit
snatch licker,explicit
snatchpatch,explicit
snigger,explicit
sniggered,explicit
sniggering,explicit
sniggers,explicit
snigger's,explicit
snot,explicit
snowback,explicit
snowballing,explicit
snownigger,explicit
snuff,explicit
soab,explicit
sob,explicit
socksucker,explicit
sod,explicit
sod off,explicit
sod-off,explicit
sodom,explicit
sodomise,explicit
sodomite,explicit
sodomize,explicit
sodomy,explicit
sonna bitch,explicit
sonofabitch,explicit
sonofbitch,explicit
sonofbitches,explicit
sooties,explicit
sooty,explicit
soppy bollucks,explicit
souse,explicit
soused,explicit
soviet,explicit
soyboy,explicit
spac,explicit
spade,explicit
spades,explicit
spadger,explicit
spaghettibender,explicit
spaghettinigger,explicit
spank,explicit
spanking,explicit
spankthemonkey,explicit
spasm chasm,explicit
spasmchasm,explicit
spasm-chasm,explicit
spastic,explicit
spearchucker,explicit
spearchuckers,explicit
spermacide,explicit
spermbag,explicit
spermhearder,explicit
spermherder,explicit
sphencter,explicit
sphincter,explicit
spic,explicit
spicfuck,explicit
spick,explicit
spicks,explicit
spics,explicit
spicshit,explicit
spierdalaj,explicit
spig,explicit
spigotty,explicit
spik,explicit
spiks,explicit
spit,explicit
spitter,explicit
spix,explicit
spla water,explicit
splawater,explicit
spla-water,explicit
splittail,explicit
splooge,explicit
splooge,explicit
spludge,explicit
spooge,explicit
spook,explicit
spook,explicit
spooks,explicit
spreadeagle,explicit
spunk,explicit
spunkslam-spunk,explicit
spunky,explicit
sqeh,explicit
squa,explicit
squarehead,explicit
squareheads,explicit
squaw,explicit
squinty,explicit
squirting,explicit
stagg,explicit
steamy,explicit
stfu,explicit
stiffy,explicit
stoned,explicit
stoner,explicit
strapon,explicit
strappado,explicit
stringer,explicit
strip,explicit
strip club,explicit
stripclub,explicit
stuinties,explicit
stump chewer,explicit
suck,explicit
sucked,explicit
sucker,explicit
suckhole,explicit
sucking,explicit
suckme,explicit
suckmyass,explicit
suckmydick,explicit
suckmytit,explicit
sucks,explicit
suka,explicit
sultry women,explicit
sultrywoman,explicit
sultrywomen,explicit
sumbitch,explicit
sumofabiatch,explicit
sunofabitch,explicit
swallow,explicit
swallower,explicit
swalow,explicit
swastika,explicit
sweetness,explicit
swine,explicit
swine fucker,explicit
swinger,explicit
syphilis,explicit
tit,explicit
tits,explicit
tit,explicit
titties,explicit
titties,explicit
taboo,explicit
tacohead,explicit
tacoheads,explicit
tadger,explicit
taff,explicit
taig,explicit
tallywacker,explicit
tampon,explicit
tang,explicit
tantra,explicit
tard,explicit
tard asses,explicit
tart,explicit
tawdry,explicit
teat,explicit
teets,explicit
teez,explicit
terd,explicit
thicklip,explicit
thicklips,explicit
thot,explicit
threeway,explicit
throater,explicit
throating,explicit
thrust,explicit
thug,explicit
thumbzilla,explicit
thundercunt,explicit
tight white,explicit
timber nigger,explicit
timber niggers,explicit
timbernigger,explicit
tinkle,explicit
tit,explicit
tit wank,explicit
titbitnipply,explicit
titfuck,explicit
titfucker,explicit
titfuckin,explicit
titi,explicit
tities,explicit
titjob,explicit
titlicker,explicit
titlover,explicit
titman,explicit
tits,explicit
titt,explicit
tittie,explicit
titties,explicit
tittiefucker,explicit
titties,explicit
tittis,explicit
titty,explicit
titty-fuck,explicit
tittyfucker,explicit
tittys,explicit
tittywank,explicit
titwank,explicit
tit-wank,explicit
tity,explicit
tnt,explicit
toff,explicit
toke,explicit
tongethruster,explicit
tongue,explicit
tongueina,explicit
tonguejob,explicit
tongue-job,explicit
tongueshui,explicit
tongue-shui,explicit
tonguethrust,explicit
tonguetramp,explicit
tonk,explicit
toots,explicit
topless,explicit
topless-relief,explicit
tortur,explicit
torture,explicit
tosser,explicit
towelhead,explicit
towelheads,explicit
towelshithead,explicit
trailertrash,explicit
tramp,explicit
trannie,explicit
tranny,explicit
transexual,explicit
transsexual,explicit
transvestite,explicit
trashbitch,explicit
trashbitch,explicit
trashbitches,explicit
trashbitchez,explicit
trashbtch,explicit
trasherbitch,explicit
trasherbitchs,explicit
trashy,explicit
trashybitches,explicit
tribadism,explicit
triplex,explicit
trisexual,explicit
trois,explicit
trojan,explicit
trollop,explicit
trots,explicit
trousersnake,explicit
trouser-snake,explicit
trousertent,explicit
trouser-tent,explicit
tubgirl,explicit
tuckahoe,explicit
tunneloflove,explicit
turd,explicit
turd burgler,explicit
turdcutter,explicit
turdhead,explicit
turnon,explicit
tush,explicit
tushy,explicit
tuss,explicit
twat,explicit
twat,explicit
twat ,explicit
twatface,explicit
twathead,explicit
twatlips,explicit
twats,explicit
twatt,explicit
twattish,explicit
twatty,explicit
twatwaffle,explicit
twatzilla,explicit
twink,explicit
twinkie,explicit
twobitwhore,explicit
twonk,explicit
twunt,explicit
Twunt ,explicit
twunter,explicit
uck,explicit
udge packer,explicit
ugly,explicit
uk,explicit
ukrop,explicit
unclefucker,explicit
undies,explicit
undressing,explicit
unfuckable,explicit
unwed,explicit
upskirt,explicit
upskirts,explicit
uptheass,explicit
upthebutt,explicit
urethraplay,explicit
urinate,explicit
urophilia,explicit
usama,explicit
useless fucker,explicit
ussys,explicit
uterus,explicit
uzi,explicit
vaijina,explicit
vag,explicit
vagitarian,explicit
vajina,explicit
vajayjay,explicit
vajina,explicit
valium,explicit
vatican,explicit
venus mound,explicit
veqtable,explicit
vgra,explicit
viagra,explicit
vibr,explicit
vibrater,explicit
vibrator,explicit
vietcong,explicit
vigra,explicit
violence,explicit
violet blue,explicit
violet wand,explicit
virginbreaker,explicit
vittu,explicit
vixen,explicit
vjayjay,explicit
vorarephilia,explicit
voyeur,explicit
voyeurweb,explicit
voyuer,explicit
vulgar,explicit
vullva,explicit
vulva,explicit
wanker,explicit
wankers,explicit
woose,explicit
wop,explicit
wab,explicit
wad,explicit
wally,explicit
wang,explicit
wang wrangler,explicit
wank,explicit
wanker,explicit
wankers,explicit
wankbastard,explicit
wanked,explicit
wanker,explicit
wankers,explicit
wankies,explicit
wanking,explicit
wankjob,explicit
wanks,explicit
wankstain,explicit
wanky,explicit
wapwapsweenie,explicit
waysted,explicit
wazoo,explicit
wazzack,explicit
weiback,explicit
weapon,explicit
wedgie,explicit
weed,explicit
weenie,explicit
weewee,explicit
weiner,explicit
weirdo,explicit
welcher,explicit
welfare,explicit
wench,explicit
wet back,explicit
wetb,explicit
wetback,explicit
wetbacks,explicit
wetdream,explicit
wetspot,explicit
whoor,explicit
whore,explicit
whore,explicit
whoreface,explicit
whacker,explicit
whanger,explicit
whash,explicit
whigger,explicit
whiggers,explicit
whiskeydick,explicit
whiskydick,explicit
whit,explicit
whitenigger,explicit
whitepower,explicit
whitetrash,explicit
whitey,explicit
whiteys,explicit
whities,explicit
whiz,explicit
whoar,explicit
whoars,explicit
whop,explicit
whore,explicit
whoralicious,explicit
whore,explicit
whorealicious,explicit
whorebag,explicit
whored,explicit
whoreface,explicit
whorefucker,explicit
whorehopper,explicit
whorehouse,explicit
whores,explicit
whoring,explicit
wichser,explicit
wideon,explicit
wigga,explicit
wiggas,explicit
wigger,explicit
wiggers,explicit
willie,explicit
willies,explicit
williewanker,explicit
willy,explicit
willy-whacker,explicit
window licker,explicit
wnker,explicit
wog,explicit
wogs,explicit
womb,explicit
woody,explicit
woose,explicit
wop,explicit
wophead,explicit
worldsex,explicit
wound,explicit
wrinkled starfish,explicit
wtf,explicit
wuss,explicit
wuzzie,explicit
xkwe,explicit
xrated,explicit
x-rated,explicit
xtc,explicit
xx,explicit
xxx,explicit
xxxxxx,explicit
yank,explicit
yankee,explicit
yaoi,explicit
yarbles,explicit
yarpie,explicit
yarpies,explicit
yeasty,explicit
yed,explicit
yellowman,explicit
yellowshowers,explicit
yid,explicit
yids,explicit
yiffy,explicit
yobbo,explicit
yongles,explicit
yury,explicit
zabourah,explicit
zigabo,explicit
zigabos,explicit
zipperhead,explicit
zipperheads,explicit
zippersniffer,explicit
zipper-sniffer,explicit
zoophile,explicit
zoophilia,explicit
zubb,explicit
pour,non-explicit
stir,non-explicit
judgment,non-explicit
clean,non-explicit
except,non-explicit
beer,non-explicit
English,non-explicit
reference,non-explicit
tear,non-explicit
doubt,non-explicit
grant,non-explicit
seriously,non-explicit
account,non-explicit
minister,non-explicit
totally,non-explicit
hero,non-explicit
industrial,non-explicit
cloud,non-explicit
stretch,non-explicit
winner,non-explicit
volume,non-explicit
travel,non-explicit
seed,non-explicit
surprised,non-explicit
rest,non-explicit
fashion,non-explicit
pepper,non-explicit
separate,non-explicit
busy,non-explicit
intervention,non-explicit
copy,non-explicit
tip,non-explicit
below,non-explicit
cheap,non-explicit
aim,non-explicit
cite,non-explicit
welfare,non-explicit
vegetable,non-explicit
gray,non-explicit
dish,non-explicit
beach,non-explicit
improvement,non-explicit
everywhere,non-explicit
opening,non-explicit
overall,non-explicit
divide,non-explicit
initial,non-explicit
terrible,non-explicit
oppose,non-explicit
contemporary,non-explicit
route,non-explicit
multiple,non-explicit
essential,non-explicit
question,non-explicit
league,non-explicit
criminal,non-explicit
careful,non-explicit
core,non-explicit
upper,non-explicit
rush,non-explicit
necessarily,non-explicit
specifically,non-explicit
tired,non-explicit
rise,non-explicit
tie,non-explicit
employ,non-explicit
holiday,non-explicit
dance,non-explicit
vast,non-explicit
resolution,non-explicit
household,non-explicit
fewer,non-explicit
abortion,non-explicit
apart,non-explicit
witness,non-explicit
match,non-explicit
barely,non-explicit
sector,non-explicit
representative,non-explicit
lack,non-explicit
beneath,non-explicit
beside,non-explicit
black,non-explicit
incident,non-explicit
limited,non-explicit
proud,non-explicit
flow,non-explicit
faculty,non-explicit
increased,non-explicit
waste,non-explicit
merely,non-explicit
mass,non-explicit
emphasize,non-explicit
experiment,non-explicit
definitely,non-explicit
bomb,non-explicit
enormous,non-explicit
tone,non-explicit
liberal,non-explicit
massive,non-explicit
engineer,non-explicit
wheel,non-explicit
female,non-explicit
decline,non-explicit
invest,non-explicit
promise,non-explicit
cable,non-explicit
towards,non-explicit
expose,non-explicit
rural,non-explicit
AIDS,non-explicit
Jew,non-explicit
narrow,non-explicit
cream,non-explicit
secretary,non-explicit
gate,non-explicit
solid,non-explicit
hill,non-explicit
typically,non-explicit
noise,non-explicit
grass,non-explicit
unfortunately,non-explicit
hat,non-explicit
legislation,non-explicit
succeed,non-explicit
either,non-explicit
celebrate,non-explicit
achievement,non-explicit
fishing,non-explicit
drink,non-explicit
accuse,non-explicit
hand,non-explicit
useful,non-explicit
land,non-explicit
secret,non-explicit
reject,non-explicit
talent,non-explicit
taste,non-explicit
characteristic,non-explicit
milk,non-explicit
escape,non-explicit
cast,non-explicit
sentence,non-explicit
unusual,non-explicit
closely,non-explicit
convince,non-explicit
height,non-explicit
physician,non-explicit
assess,non-explicit
sleep,non-explicit
plenty,non-explicit
ride,non-explicit
virtually,non-explicit
first,non-explicit
addition,non-explicit
sharp,non-explicit
creative,non-explicit
lower,non-explicit
behind,non-explicit
approve,non-explicit
explanation,non-explicit
outside,non-explicit
gay,non-explicit
campus,non-explicit
proper,non-explicit
live,non-explicit
guilty,non-explicit
living,non-explicit
acquire,non-explicit
compete,non-explicit
technical,non-explicit
plus,non-explicit
mind,non-explicit
potential,non-explicit
immigrant,non-explicit
weak,non-explicit
illegal,non-explicit
hi,non-explicit
alternative,non-explicit
interaction,non-explicit
column,non-explicit
personality,non-explicit
signal,non-explicit
curriculum,non-explicit
list,non-explicit
honor,non-explicit
passenger,non-explicit
assistance,non-explicit
forever,non-explicit
fun,non-explicit
regard,non-explicit
Israeli,non-explicit
association,non-explicit
twenty,non-explicit
knock,non-explicit
review,non-explicit
wrap,non-explicit
lab,non-explicit
offer,non-explicit
display,non-explicit
criticism,non-explicit
asset,non-explicit
depression,non-explicit
spiritual,non-explicit
musical,non-explicit
journalist,non-explicit
prayer,non-explicit
suspect,non-explicit
scholar,non-explicit
warning,non-explicit
climate,non-explicit
cheese,non-explicit
observation,non-explicit
childhood,non-explicit
payment,non-explicit
sir,non-explicit
permit,non-explicit
cigarette,non-explicit
definition,non-explicit
priority,non-explicit
bread,non-explicit
creation,non-explicit
graduate,non-explicit
request,non-explicit
emotion,non-explicit
scream,non-explicit
dramatic,non-explicit
universe,non-explicit
gap,non-explicit
excellent,non-explicit
deeply,non-explicit
prosecutor,non-explicit
mark,non-explicit
green,non-explicit
lucky,non-explicit
drag,non-explicit
airline,non-explicit
library,non-explicit
agenda,non-explicit
recover,non-explicit
factory,non-explicit
selection,non-explicit
primarily,non-explicit
roof,non-explicit
unable,non-explicit
expense,non-explicit
initiative,non-explicit
diet,non-explicit
arrest,non-explicit
funding,non-explicit
therapy,non-explicit
wash,non-explicit
schedule,non-explicit
sad,non-explicit
brief,non-explicit
housing,non-explicit
post,non-explicit
purchase,non-explicit
existing,non-explicit
dark,non-explicit
steel,non-explicit
regarding,non-explicit
shout,non-explicit
remaining,non-explicit
visual,non-explicit
fairly,non-explicit
chip,non-explicit
violent,non-explicit
silent,non-explicit
suppose,non-explicit
self,non-explicit
bike,non-explicit
tea,non-explicit
perceive,non-explicit
comparison,non-explicit
settlement,non-explicit
layer,non-explicit
planning,non-explicit
far,non-explicit
description,non-explicit
later,non-explicit
slow,non-explicit
slide,non-explicit
widely,non-explicit
wedding,non-explicit
inform,non-explicit
portion,non-explicit
territory,non-explicit
immediate,non-explicit
opponent,non-explicit
abandon,non-explicit
link,non-explicit
mass,non-explicit
lake,non-explicit
transform,non-explicit
tension,non-explicit
display,non-explicit
leading,non-explicit
bother,non-explicit
consist,non-explicit
alcohol,non-explicit
enable,non-explicit
bend,non-explicit
saving,non-explicit
gain,non-explicit
desert,non-explicit
shall,non-explicit
error,non-explicit
release,non-explicit
cop,non-explicit
Arab,non-explicit
double,non-explicit
walk,non-explicit
sand,non-explicit
Spanish,non-explicit
rule,non-explicit
hit,non-explicit
print,non-explicit
preserve,non-explicit
passage,non-explicit
formal,non-explicit
transition,non-explicit
existence,non-explicit
album,non-explicit
participation,non-explicit
arrange,non-explicit
atmosphere,non-explicit
joint,non-explicit
reply,non-explicit
cycle,non-explicit
opposite,non-explicit
lock,non-explicit
whole,non-explicit
deserve,non-explicit
consistent,non-explicit
resistance,non-explicit
discovery,non-explicit
tear,non-explicit
exposure,non-explicit
pose,non-explicit
stream,non-explicit
sale,non-explicit
trust,non-explicit
benefit,non-explicit
pot,non-explicit
grand,non-explicit
mine,non-explicit
hello,non-explicit
coalition,non-explicit
tale,non-explicit
knife,non-explicit
resolve,non-explicit
racial,non-explicit
phase,non-explicit
present,non-explicit
joke,non-explicit
coat,non-explicit
Mexican,non-explicit
symptom,non-explicit
contact,non-explicit
manufacturer,non-explicit
philosophy,non-explicit
potato,non-explicit
interview,non-explicit
foundation,non-explicit
quote,non-explicit
online,non-explicit
pass,non-explicit
negotiation,non-explicit
good,non-explicit
urge,non-explicit
occasion,non-explicit
dust,non-explicit
breathe,non-explicit
elect,non-explicit
investigator,non-explicit
jacket,non-explicit
glad,non-explicit
ordinary,non-explicit
reduction,non-explicit
rarely,non-explicit
shift,non-explicit
pack,non-explicit
suicide,non-explicit
numerous,non-explicit
touch,non-explicit
substance,non-explicit
discipline,non-explicit
elsewhere,non-explicit
iron,non-explicit
practical,non-explicit
moreover,non-explicit
passion,non-explicit
volunteer,non-explicit
implement,non-explicit
essentially,non-explicit
gene,non-explicit
enforcement,non-explicit
vs,non-explicit
sauce,non-explicit
independence,non-explicit
marketing,non-explicit
priest,non-explicit
amazing,non-explicit
intense,non-explicit
advance,non-explicit
employer,non-explicit
shock,non-explicit
inspire,non-explicit
adjust,non-explicit
retire,non-explicit
sure,non-explicit
visible,non-explicit
kiss,non-explicit
illness,non-explicit
cap,non-explicit
habit,non-explicit
competitive,non-explicit
juice,non-explicit
congressional,non-explicit
involvement,non-explicit
dominate,non-explicit
previously,non-explicit
whenever,non-explicit
transfer,non-explicit
analyze,non-explicit
another,non-explicit
attach,non-explicit
for,non-explicit
Indian,non-explicit
disaster,non-explicit
parking,non-explicit
prospect,non-explicit
boss,non-explicit
complaint,non-explicit
championship,non-explicit
coach,non-explicit
exercise,non-explicit
fundamental,non-explicit
severe,non-explicit
enhance,non-explicit
mystery,non-explicit
impose,non-explicit
poverty,non-explicit
other,non-explicit
entry,non-explicit
fat,non-explicit
spending,non-explicit
king,non-explicit
evaluate,non-explicit
symbol,non-explicit
still,non-explicit
trade,non-explicit
maker,non-explicit
mood,non-explicit
accomplish,non-explicit
emphasis,non-explicit
illustrate,non-explicit
boot,non-explicit
monitor,non-explicit
Asian,non-explicit
entertainment,non-explicit
bean,non-explicit
evaluation,non-explicit
creature,non-explicit
commander,non-explicit
digital,non-explicit
arrangement,non-explicit
concentrate,non-explicit
total,non-explicit
usual,non-explicit
anger,non-explicit
psychological,non-explicit
heavily,non-explicit
peak,non-explicit
approximately,non-explicit
increasing,non-explicit
disorder,non-explicit
missile,non-explicit
equally,non-explicit
vary,non-explicit
wire,non-explicit
round,non-explicit
distribution,non-explicit
transportation,non-explicit
holy,non-explicit
ring,non-explicit
twin,non-explicit
command,non-explicit
commission,non-explicit
interpretation,non-explicit
breakfast,non-explicit
stop,non-explicit
strongly,non-explicit
engineering,non-explicit
luck,non-explicit
so-called,non-explicit
constant,non-explicit
race,non-explicit
clinic,non-explicit
veteran,non-explicit
smell,non-explicit
tablespoon,non-explicit
capable,non-explicit
nervous,non-explicit
tourist,non-explicit
light,non-explicit
toss,non-explicit
crucial,non-explicit
bury,non-explicit
pray,non-explicit
tomato,non-explicit
exception,non-explicit
butter,non-explicit
deficit,non-explicit
bathroom,non-explicit
objective,non-explicit
block,non-explicit
electronic,non-explicit
ally,non-explicit
journey,non-explicit
reputation,non-explicit
mixture,non-explicit
surely,non-explicit
tower,non-explicit
smoke,non-explicit
confront,non-explicit
pure,non-explicit
glance,non-explicit
dimension,non-explicit
toy,non-explicit
prisoner,non-explicit
fellow,non-explicit
smooth,non-explicit
nearby,non-explicit
peer,non-explicit
designer,non-explicit
personnel,non-explicit
shape,non-explicit
educator,non-explicit
relative,non-explicit
immigration,non-explicit
belt,non-explicit
teaspoon,non-explicit
birthday,non-explicit
implication,non-explicit
perfectly,non-explicit
coast,non-explicit
supporter,non-explicit
accompany,non-explicit
silver,non-explicit
teenager,non-explicit
recognition,non-explicit
retirement,non-explicit
flag,non-explicit
recovery,non-explicit
whisper,non-explicit
watch,non-explicit
gentleman,non-explicit
corn,non-explicit
moon,non-explicit
inner,non-explicit
junior,non-explicit
rather,non-explicit
throat,non-explicit
salary,non-explicit
swing,non-explicit
observer,non-explicit
due,non-explicit
straight,non-explicit
publication,non-explicit
pretty,non-explicit
crop,non-explicit
dig,non-explicit
strike,non-explicit
permanent,non-explicit
plant,non-explicit
phenomenon,non-explicit
anxiety,non-explicit
unlike,non-explicit
wet,non-explicit
literally,non-explicit
resist,non-explicit
convention,non-explicit
embrace,non-explicit
supply,non-explicit
assist,non-explicit
exhibition,non-explicit
construct,non-explicit
viewer,non-explicit
pan,non-explicit
consultant,non-explicit
soon,non-explicit
line,non-explicit
administrator,non-explicit
date,non-explicit
occasionally,non-explicit
mayor,non-explicit
consideration,non-explicit
CEO,non-explicit
secure,non-explicit
pink,non-explicit
smoke,non-explicit
estimate,non-explicit
buck,non-explicit
historic,non-explicit
poem,non-explicit
grandmother,non-explicit
bind,non-explicit
fifth,non-explicit
constantly,non-explicit
enterprise,non-explicit
favor,non-explicit
testing,non-explicit
stomach,non-explicit
apparent,non-explicit
weigh,non-explicit
install,non-explicit
sensitive,non-explicit
suggestion,non-explicit
mail,non-explicit
recipe,non-explicit
reasonable,non-explicit
preparation,non-explicit
wooden,non-explicit
elementary,non-explicit
concert,non-explicit
aggressive,non-explicit
FALSE,non-explicit
intention,non-explicit
channel,non-explicit
extreme,non-explicit
tube,non-explicit
drawing,non-explicit
protein,non-explicit
quit,non-explicit
absence,non-explicit
roll,non-explicit
Latin,non-explicit
rapidly,non-explicit
jail,non-explicit
comment,non-explicit
diversity,non-explicit
honest,non-explicit
Palestinian,non-explicit
pace,non-explicit
employment,non-explicit
speaker,non-explicit
impression,non-explicit
essay,non-explicit
respondent,non-explicit
giant,non-explicit
cake,non-explicit
historian,non-explicit
negotiate,non-explicit
restore,non-explicit
substantial,non-explicit
pop,non-explicit
particular,non-explicit
specialist,non-explicit
origin,non-explicit
approval,non-explicit
mine,non-explicit
quietly,non-explicit
advise,non-explicit
conventional,non-explicit
drop,non-explicit
count,non-explicit
depth,non-explicit
wealth,non-explicit
disability,non-explicit
shell,non-explicit
general,non-explicit
criticize,non-explicit
fast,non-explicit
professional,non-explicit
effectively,non-explicit
biological,non-explicit
pack,non-explicit
onion,non-explicit
deputy,non-explicit
flat,non-explicit
brand,non-explicit
assure,non-explicit
mad,non-explicit
award,non-explicit
criteria,non-explicit
dealer,non-explicit
via,non-explicit
alternative,non-explicit
utility,non-explicit
precisely,non-explicit
arise,non-explicit
armed,non-explicit
nevertheless,non-explicit
highway,non-explicit
clinical,non-explicit
routine,non-explicit
schedule,non-explicit
wage,non-explicit
normally,non-explicit
phrase,non-explicit
ingredient,non-explicit
stake,non-explicit
Muslim,non-explicit
dream,non-explicit
fiber,non-explicit
activist,non-explicit
Islamic,non-explicit
snap,non-explicit
terrorism,non-explicit
refugee,non-explicit
incorporate,non-explicit
hip,non-explicit
ultimate,non-explicit
switch,non-explicit
corporation,non-explicit
valuable,non-explicit
assumption,non-explicit
gear,non-explicit
graduate,non-explicit
barrier,non-explicit
minor,non-explicit
provision,non-explicit
killer,non-explicit
assign,non-explicit
gang,non-explicit
developing,non-explicit
classic,non-explicit
chemical,non-explicit
wave,non-explicit
label,non-explicit
teen,non-explicit
index,non-explicit
vacation,non-explicit
advocate,non-explicit
draft,non-explicit
extraordinary,non-explicit
heaven,non-explicit
rough,non-explicit
yell,non-explicit
pregnant,non-explicit
distant,non-explicit
drama,non-explicit
satellite,non-explicit
personally,non-explicit
wonder,non-explicit
clock,non-explicit
chocolate,non-explicit
Italian,non-explicit
Canadian,non-explicit
ceiling,non-explicit
sweep,non-explicit
advertising,non-explicit
universal,non-explicit
spin,non-explicit
house,non-explicit
button,non-explicit
bell,non-explicit
rank,non-explicit
darkness,non-explicit
ahead,non-explicit
clothing,non-explicit
super,non-explicit
yield,non-explicit
fence,non-explicit
portrait,non-explicit
paint,non-explicit
survival,non-explicit
roughly,non-explicit
lawsuit,non-explicit
bottom,non-explicit
testimony,non-explicit
bunch,non-explicit
beat,non-explicit
wind,non-explicit
found,non-explicit
burden,non-explicit
react,non-explicit
chamber,non-explicit
furniture,non-explicit
cooperation,non-explicit
string,non-explicit
ceremony,non-explicit
communicate,non-explicit
taste,non-explicit
cheek,non-explicit
lost,non-explicit
profile,non-explicit
mechanism,non-explicit
disagree,non-explicit
like,non-explicit
penalty,non-explicit
match,non-explicit
ie,non-explicit
advance,non-explicit
resort,non-explicit
destruction,non-explicit
bear,non-explicit
unlikely,non-explicit
tissue,non-explicit
constitutional,non-explicit
pant,non-explicit
stranger,non-explicit
infection,non-explicit
cabinet,non-explicit
broken,non-explicit
apple,non-explicit
electric,non-explicit
proceed,non-explicit
track,non-explicit
bet,non-explicit
literary,non-explicit
virus,non-explicit
stupid,non-explicit
dispute,non-explicit
fortune,non-explicit
strategic,non-explicit
assistant,non-explicit
overcome,non-explicit
remarkable,non-explicit
occupy,non-explicit
statistics,non-explicit
shopping,non-explicit
cousin,non-explicit
encounter,non-explicit
wipe,non-explicit
initially,non-explicit
blind,non-explicit
white,non-explicit
port,non-explicit
honor,non-explicit
electricity,non-explicit
genetic,non-explicit
adviser,non-explicit
pay,non-explicit
spokesman,non-explicit
retain,non-explicit
latter,non-explicit
incentive,non-explicit
slave,non-explicit
chemical,non-explicit
translate,non-explicit
accurate,non-explicit
whereas,non-explicit
terror,non-explicit
though,non-explicit
expansion,non-explicit
elite,non-explicit
Olympic,non-explicit
dirt,non-explicit
odd,non-explicit
rice,non-explicit
bullet,non-explicit
tight,non-explicit
Bible,non-explicit
chart,non-explicit
solar,non-explicit
decline,non-explicit
conservative,non-explicit
process,non-explicit
square,non-explicit
stick,non-explicit
concentration,non-explicit
complicated,non-explicit
gently,non-explicit
champion,non-explicit
scenario,non-explicit
telescope,non-explicit
reflection,non-explicit
revolution,non-explicit
strip,non-explicit
interpret,non-explicit
friendly,non-explicit
tournament,non-explicit
fiction,non-explicit
detect,non-explicit
balance,non-explicit
likely,non-explicit
tremendous,non-explicit
lifetime,non-explicit
recommendation,non-explicit
flow,non-explicit
senator,non-explicit
market,non-explicit
hunting,non-explicit
salad,non-explicit
guarantee,non-explicit
innocent,non-explicit
boundary,non-explicit
pause,non-explicit
remote,non-explicit
satisfaction,non-explicit
journal,non-explicit
bench,non-explicit
lover,non-explicit
raw,non-explicit
awareness,non-explicit
surprising,non-explicit
withdraw,non-explicit
general,non-explicit
deck,non-explicit
similarly,non-explicit
newly,non-explicit
pole,non-explicit
testify,non-explicit
mode,non-explicit
dialogue,non-explicit
imply,non-explicit
naturally,non-explicit
mutual,non-explicit
founder,non-explicit
top,non-explicit
advanced,non-explicit
pride,non-explicit
dismiss,non-explicit
aircraft,non-explicit
delivery,non-explicit
mainly,non-explicit
bake,non-explicit
freeze,non-explicit
platform,non-explicit
finance,non-explicit
sink,non-explicit
attractive,non-explicit
respect,non-explicit
diverse,non-explicit
relevant,non-explicit
ideal,non-explicit
joy,non-explicit
worth,non-explicit
regularly,non-explicit
working,non-explicit
singer,non-explicit
evolve,non-explicit
shooting,non-explicit
partly,non-explicit
unknown,non-explicit
assistant,non-explicit
offense,non-explicit
counter,non-explicit
DNA,non-explicit
smell,non-explicit
potentially,non-explicit
transfer,non-explicit
thirty,non-explicit
justify,non-explicit
protest,non-explicit
crash,non-explicit
craft,non-explicit
treaty,non-explicit
terrorist,non-explicit
insight,non-explicit
possess,non-explicit
politically,non-explicit
tap,non-explicit
lie,non-explicit
extensive,non-explicit
episode,non-explicit
double,non-explicit
swim,non-explicit
tire,non-explicit
fault,non-explicit
loose,non-explicit
free,non-explicit
shortly,non-explicit
originally,non-explicit
considerable,non-explicit
prior,non-explicit
intellectual,non-explicit
mix,non-explicit
assault,non-explicit
relax,non-explicit
stair,non-explicit
adventure,non-explicit
external,non-explicit
proof,non-explicit
confident,non-explicit
headquarters,non-explicit
sudden,non-explicit
dirty,non-explicit
violation,non-explicit
tongue,non-explicit
license,non-explicit
hold,non-explicit
shelter,non-explicit
rub,non-explicit
controversy,non-explicit
entrance,non-explicit
favorite,non-explicit
practice,non-explicit
properly,non-explicit
fade,non-explicit
defensive,non-explicit
tragedy,non-explicit
net,non-explicit
characterize,non-explicit
funeral,non-explicit
profession,non-explicit
alter,non-explicit
spot,non-explicit
constitute,non-explicit
establishment,non-explicit
squeeze,non-explicit
imagination,non-explicit
target,non-explicit
mask,non-explicit
convert,non-explicit
comprehensive,non-explicit
prominent,non-explicit
presentation,non-explicit
regardless,non-explicit
easy,non-explicit
load,non-explicit
stable,non-explicit
introduction,non-explicit
appeal,non-explicit
pretend,non-explicit
not,non-explicit
elderly,non-explicit
representation,non-explicit
deer,non-explicit
split,non-explicit
violate,non-explicit
partnership,non-explicit
pollution,non-explicit
emission,non-explicit
steady,non-explicit
vital,non-explicit
neither,non-explicit
fate,non-explicit
earnings,non-explicit
oven,non-explicit
distinction,non-explicit
segment,non-explicit
nowhere,non-explicit
poet,non-explicit
mere,non-explicit
exciting,non-explicit
variation,non-explicit
comfort,non-explicit
radical,non-explicit
stress,non-explicit
adapt,non-explicit
Irish,non-explicit
honey,non-explicit
correspondent,non-explicit
pale,non-explicit
musician,non-explicit
significance,non-explicit
load,non-explicit
round,non-explicit
vessel,non-explicit
storage,non-explicit
flee,non-explicit
mm-hmm,non-explicit
leather,non-explicit
